TRAJ	SHORT_TRAJ	AMP_TMP2M_mean	AMP_RH_mean	AMP_WS_mean	AMP_PREC_sum	O3_max	SEASON
d	d	c	c	c	c	d	d
						class
1	2	4.86756756756757	85.7027027027027	0.224324324324324	0	MODERATE	AUTOMN
5	1	6.54390243902439	83.4634146341463	0.18780487804878	0	MODERATE	AUTOMN
5	3	6.71632653061225	86.4375	0.163265306122449	0	MODERATE	AUTOMN
5	3	6.68571428571429	83.9795918367347	0.312244897959184	0	MODERATE	AUTOMN
6	3	3.97959183673469	82.7142857142857	0.393877551020408	0	MODERATE	AUTOMN
6	3	2.66122448979592	81.9183673469388	0.230612244897959	0	MODERATE	AUTOMN
1	1	7.2530612244898	82.734693877551	0.26734693877551	0	MODERATE	AUTOMN
7	1	10.7918367346939	91.1836734693878	0.76734693877551	6.1	MODERATE	AUTOMN
1	5	12.6959183673469	90.625	0.687755102040816	4	MODERATE	AUTOMN
5	5	14.5645833333333	86.7659574468085	1.10625	1.4	MODERATE	AUTOMN
5	5	14.0020833333333	88.5208333333333	0.8125	0.5	MODERATE	AUTOMN
3	5	11.2489795918367	95.3877551020408	0.26734693877551	0.2	LOW	AUTOMN
2	5	12.5975609756098	84.2682926829268	0.865853658536585	0	MODERATE	AUTOMN
3	5	9.9695652173913	80.2391304347826	0.726086956521739	0	MODERATE	AUTOMN
3	1	9.36734693877551	82.7551020408163	0.255102040816327	0	MODERATE	AUTOMN
3	3	12.5122448979592	84.3877551020408	0.222448979591837	0	MODERATE	AUTOMN
2	3	10.0183673469388	83.9183673469388	0.224489795918367	0	MODERATE	AUTOMN
5	3	8.36666666666667	87.1458333333333	0.225	0	MODERATE	AUTOMN
1	3	6.4	95.5918367346939	0.263265306122449	0.1	LOW	AUTOMN
1	1	7.35714285714286	95.4897959183673	0.114285714285714	0.5	LOW	AUTOMN
1	1	9.02448979591837	95.2040816326531	0.122448979591837	0	LOW	AUTOMN
5	1	8.66734693877551	92.2857142857143	0.195918367346939	0	MODERATE	AUTOMN
2	5	12.4448979591837	79.9591836734694	1.04897959183673	0	MODERATE	AUTOMN
5	5	11.7510204081633	86.1632653061225	0.538775510204082	1.7	MODERATE	AUTOMN
5	3	8.00425531914894	96.1702127659574	0.0479166666666667	5.5	LOW	AUTOMN
5	3	8.28163265306122	97.0204081632653	0.0612244897959184	6.4	LOW	AUTOMN
5	3	6.94081632653061	94.3673469387755	0.0836734693877551	0.1	MODERATE	AUTOMN
5	1	5.11428571428571	92.8571428571429	0.16530612244898	0	MODERATE	AUTOMN
5	3	6.03469387755102	92.4081632653061	0.291836734693878	0	MODERATE	AUTOMN
5	1	5.00408163265306	93.0816326530612	0.261224489795918	0	MODERATE	AUTOMN
2	1	3.62857142857143	95.5714285714286	0.222448979591837	0	LOW	AUTOMN
5	3	1.90833333333333	99	0.260416666666667	0.2	LOW	AUTOMN
5	1	1.9195652173913	97.1521739130435	0.180434782608696	0.1	LOW	AUTOMN
5	5	10.8547619047619	86.2142857142857	1.95238095238095	0.3	MODERATE	AUTOMN
2	5	7.49583333333333	85.7916666666667	0.754166666666667	11.8	MODERATE	AUTOMN
2	3	0.344897959183673	93.0816326530612	0.23265306122449	0.2	LOW	AUTOMN
2	3	-0.875510204081633	83.265306122449	0.240816326530612	0.2	MODERATE	AUTOMN
2	2	-3.31020408163265	87.3877551020408	0.314285714285714	0.2	LOW	AUTOMN
6	2	-2.15918367346939	83.3469387755102	0.210204081632653	0.1	LOW	AUTOMN
9	2	-0.504081632653061	87.7142857142857	0.312244897959184	0.9	LOW	AUTOMN
9	3	-1.22448979591837	77.1224489795918	1.87551020408163	1.3	LOW	AUTOMN
9	3	-3.66938775510204	85.8571428571429	2.00816326530612	7.1	MODERATE	AUTOMN
1	3	-4.62448979591837	90.8163265306122	0.287755102040816	7.5	LOW	AUTOMN
1	3	0.418367346938776	92.9795918367347	0.640816326530612	62.7	MODERATE	AUTOMN
5	4	3.48571428571429	95.4285714285714	0.777551020408163	81.5	MODERATE	AUTOMN
2	4	1.95102040816327	96.3673469387755	0.13265306122449	45.2	MODERATE	AUTOMN
5	5	-0.946938775510204	96.734693877551	0.226530612244898	60.5	LOW	AUTOMN
5	5	2.37083333333333	95.4583333333333	0.35	41.7	MODERATE	AUTOMN
2	3	0.338775510204082	97.6122448979592	0.240816326530612	11.3	MODERATE	AUTOMN
2	3	-1.35714285714286	95.5510204081633	0.026530612244898	3.4	LOW	WINTER
3	4	4.02448979591837	90	1.77142857142857	6.5	MODERATE	WINTER
3	4	6.24897959183673	92.469387755102	1.32040816326531	18.8	MODERATE	WINTER
3	4	7.33421052631579	85.2368421052632	1.65526315789474	22.9	MODERATE	WINTER
3	5	5.96122448979592	95.1836734693878	0.404081632653061	24.4	MODERATE	WINTER
3	1	2.61224489795918	96.9183673469388	0.177551020408163	6.7	MODERATE	WINTER
3	1	0.46530612244898	98.0204081632653	0.0448979591836735	0	LOW	WINTER
2	1	-0.9	98.6530612244898	0.104081632653061	0	LOW	WINTER
6	2	0.646938775510204	84.6326530612245	1.13469387755102	0.1	LOW	WINTER
1	3	-2.11714285714286	75.8857142857143	1.89142857142857	4.2	LOW	WINTER
7	3	-2.23469387755102	77.469387755102	0.844897959183673	0	MODERATE	WINTER
1	3	-1.99387755102041	91.530612244898	0.157142857142857	1.3	LOW	WINTER
1	3	-1.2047619047619	96.5476190476191	0.15	0.6	LOW	WINTER
5	3	-1.31224489795918	94.7551020408163	0.383673469387755	1.4	LOW	WINTER
9	1	-2.49183673469388	93.8163265306122	0.128571428571429	0	LOW	WINTER
8	5	2.46530612244898	82.9183673469388	1.24285714285714	6	MODERATE	WINTER
6	5	-2.13265306122449	87.6530612244898	0.236734693877551	0.2	LOW	WINTER
4	2	-6.17959183673469	74.5510204081633	0.26734693877551	0	MODERATE	WINTER
6	2	-1.58695652173913	67.9130434782609	0.489130434782609	0	MODERATE	WINTER
6	1	0.702040816326531	76.2448979591837	0.377551020408163	0	MODERATE	WINTER
6	1	-2.68775510204082	79.9795918367347	0.251020408163265	0	MODERATE	WINTER
9	1	-4.30816326530612	93.8979591836735	0.106122448979592	0	LOW	WINTER
4	2	-1.60204081632653	91.4285714285714	0.0836734693877551	0	LOW	WINTER
2	1	1.03265306122449	80.7959183673469	0.553061224489796	0	MODERATE	WINTER
9	1	0.63469387755102	95.1632653061225	0.151020408163265	16.5	LOW	WINTER
9	3	-1.06530612244898	96.1020408163265	0.510204081632653	17.2	LOW	WINTER
9	3	-2.65208333333333	95.3125	0.2	16.4	LOW	WINTER
5	3	-2.57142857142857	95.0408163265306	0.195918367346939	26.3	LOW	WINTER
9	3	-3.1469387755102	94.9795918367347	0.16530612244898	13.2	LOW	WINTER
1	2	-8.08775510204082	88.8775510204082	0.0959183673469388	2.9	LOW	WINTER
9	4	1.27142857142857	94.7755102040816	0.814285714285714	10.6	MODERATE	WINTER
8	2	1.22244897959184	98.5510204081633	0.275510204081633	29.3	LOW	WINTER
2	1	0.255102040816327	98.5918367346939	0.128571428571429	0.3	LOW	WINTER
7	3	0.340816326530612	98.3061224489796	0.322448979591837	0	LOW	WINTER
2	3	-0.453061224489796	91.4897959183673	1.00408163265306	3.9	LOW	WINTER
5	3	-0.844897959183673	93.8367346938775	0.189795918367347	5.1	LOW	WINTER
5	3	-0.0448979591836735	96.6734693877551	0.214285714285714	1.5	LOW	WINTER
5	3	-0.589795918367347	94.734693877551	0.540816326530612	0	LOW	WINTER
5	3	-2.17959183673469	89.2244897959184	0.948979591836735	0	MODERATE	WINTER
5	3	-9.03673469387755	84.5918367346939	0.373469387755102	0	MODERATE	WINTER
1	2	-9.50204081632653	81.7142857142857	0.204081632653061	0	MODERATE	WINTER
7	2	-5.60816326530612	83.1020408163265	0.189795918367347	0	MODERATE	WINTER
5	3	-1.99591836734694	82.8163265306122	0.438775510204082	0	MODERATE	WINTER
2	3	-3.3734693877551	83.469387755102	0.691836734693878	0	MODERATE	WINTER
5	3	-4.53061224489796	84.8979591836735	0.938775510204082	0.1	MODERATE	WINTER
5	3	-4.88979591836735	84.3877551020408	0.442857142857143	0.1	MODERATE	WINTER
5	1	-5.80204081632653	84.265306122449	0.346938775510204	0	MODERATE	WINTER
2	5	1.41020408163265	91.3061224489796	2.08163265306122	15.9	MODERATE	WINTER
2	5	-0.0918367346938776	95.1836734693878	0.457142857142857	0	MODERATE	WINTER
2	2	-4.68979591836735	92.7755102040816	0.191836734693878	0	LOW	WINTER
2	1	1.59615384615385	70.4615384615385	0.741666666666667	0	MODERATE	WINTER
3	1	0.473684210526316	91.9473684210526	0.426315789473684	0.2	MODERATE	WINTER
9	3	-2.6575	81.475	1.47948717948718	0.1	MODERATE	WINTER
1	3	-10.85625	67.5	1.72708333333333	0.2	MODERATE	WINTER
1	3	-12.1571428571429	75.1836734693878	0.969387755102041	0	MODERATE	WINTER
1	3	-13.3224489795918	75.3673469387755	0.377551020408163	0	MODERATE	WINTER
5	3	-9.6	75.265306122449	0.457142857142857	0	MODERATE	WINTER
5	3	-5.77551020408163	76.1020408163265	0.430612244897959	0.3	MODERATE	WINTER
5	1	-2.1	95.3469387755102	0.253061224489796	1	MODERATE	WINTER
5	3	0.661224489795918	91.1836734693878	0.285714285714286	0	MODERATE	WINTER
1	1	-0.230612244897959	88.3877551020408	0.408163265306122	0	MODERATE	WINTER
6	5	0.791836734693877	81.8163265306122	0.902040816326531	9.5	MODERATE	WINTER
7	1	-1.88979591836735	94.9795918367347	0.283673469387755	0	MODERATE	WINTER
7	1	-3.2	81.1428571428571	0.395918367346939	0	MODERATE	WINTER
9	2	-5.68163265306122	73.2040816326531	0.518367346938776	0	MODERATE	WINTER
9	1	-6.11836734693878	73.5510204081633	0.357142857142857	0.1	MODERATE	WINTER
9	1	-4.42448979591837	76.7755102040816	0.342857142857143	0	MODERATE	WINTER
7	1	-3.59795918367347	72.2244897959184	0.408163265306122	0.1	MODERATE	WINTER
5	4	2.47142857142857	88.7959183673469	1.80612244897959	4.9	MODERATE	WINTER
5	5	6.41020408163265	85.6632653061225	1.99583333333333	12.8	MODERATE	WINTER
2	5	4.25102040816327	78.734693877551	1.68367346938776	9.5	MODERATE	WINTER
3	4	6.52448979591837	75.530612244898	3.16326530612245	12.4	MODERATE	WINTER
3	5	8.11632653061224	70.8775510204082	2.12244897959184	0.1	MODERATE	WINTER
3	4	3.73673469387755	94.1632653061225	0.86530612244898	23	MODERATE	WINTER
3	1	3.8265306122449	85.469387755102	0.357142857142857	0.2	MODERATE	WINTER
3	3	1.79183673469388	96.3265306122449	0.493877551020408	0.5	MODERATE	WINTER
5	3	-0.330612244897959	95.530612244898	0.636734693877551	13.9	MODERATE	WINTER
5	3	-0.230612244897959	94.1428571428571	0.646938775510204	24	MODERATE	WINTER
1	3	-1.3	91.6734693877551	0.236734693877551	2.7	MODERATE	WINTER
1	3	-0.591836734693878	90.734693877551	0.657142857142857	8.2	MODERATE	WINTER
1	3	-5.7530612244898	89.4489795918367	0.63265306122449	5	MODERATE	WINTER
1	3	-8.96632653061224	82.0714285714286	0.754166666666667	0	MODERATE	WINTER
1	1	-2.68163265306122	84.1428571428571	0.748979591836735	4.8	MODERATE	WINTER
5	3	-6.43979591836735	90.7244897959184	0.342857142857143	5.4	MODERATE	WINTER
6	4	3.10204081632653	89.1836734693878	3.88979591836735	13.8	MODERATE	WINTER
3	4	6.87878787878788	76.4242424242424	5.73030303030303	5.3	MODERATE	WINTER
2	3	-0.0521276595744681	92.6063829787234	1.22127659574468	32.9	MODERATE	WINTER
9	2	-6.15326086956522	88.6739130434783	0.593023255813954	0	MODERATE	WINTER
9	2	-6.02244897959184	82.2857142857143	0.63469387755102	0	MODERATE	WINTER
9	2	-0.848979591836735	74.6734693877551	0.961224489795918	0	MODERATE	WINTER
5	4	3.55102040816327	85.9591836734694	2.59183673469388	0.3	MODERATE	WINTER
9	1	1	96.5714285714286	0.257142857142857	33.5	MODERATE	WINTER
9	2	0.00408163265306121	82.8775510204082	0.385714285714286	0	MODERATE	WINTER
9	2	-1.28775510204082	62.8163265306122	1.93469387755102	1.5	MODERATE	WINTER
5	3	-1.93673469387755	54.0816326530612	1.5469387755102	0	MODERATE	WINTER
1	3	-2.90612244897959	87.530612244898	0.36530612244898	2	MODERATE	WINTER
1	3	-1.6530612244898	81.9591836734694	0.516326530612245	0.4	MODERATE	WINTER
1	3	-0.671428571428571	84.5714285714286	0.381632653061225	0	MODERATE	WINTER
1	3	-0.528571428571429	84.1428571428571	0.312244897959184	0	MODERATE	WINTER
1	3	0.548979591836735	77.1224489795918	0.53265306122449	0	MODERATE	WINTER
1	1	1.27755102040816	71.3877551020408	0.669387755102041	0	MODERATE	WINTER
1	5	5.26734693877551	72.6734693877551	1.69183673469388	0	HIGH	WINTER
5	5	7.81224489795918	86.9387755102041	1.14489795918367	10	MODERATE	WINTER
5	5	6.66530612244898	95.1224489795918	0.389795918367347	29.8	MODERATE	WINTER
6	3	1.20612244897959	92.0204081632653	0.312244897959184	0.5	MODERATE	WINTER
9	1	3.36122448979592	67.8163265306122	0.648979591836735	0.1	HIGH	WINTER
7	5	5.90408163265306	68.3877551020408	1.19591836734694	0	HIGH	WINTER
7	5	6.2265306122449	77.8367346938775	0.857142857142857	0	MODERATE	WINTER
2	5	11.0734693877551	72.7755102040816	2.32040816326531	0	MODERATE	WINTER
5	5	10.6571428571429	74.3877551020408	3.68775510204082	6.8	HIGH	WINTER
5	1	4.4469387755102	81.6734693877551	0.814285714285714	0.2	MODERATE	WINTER
5	5	9.97551020408163	66.1836734693878	1.74897959183673	0	MODERATE	WINTER
4	5	5.9	82.7755102040816	1.04285714285714	0.1	MODERATE	WINTER
4	1	10.5510204081633	71.2857142857143	1.11224489795918	0	HIGH	SPRING
2	1	7.72448979591837	77.6734693877551	0.504081632653061	0.1	MODERATE	SPRING
2	2	5.56530612244898	88.2857142857143	0.681632653061224	11.2	MODERATE	SPRING
3	1	5.32040816326531	76.3673469387755	0.661224489795918	0	MODERATE	SPRING
2	1	9.02448979591837	72.734693877551	2.08163265306122	15.6	MODERATE	SPRING
9	3	0.295744680851064	95.8936170212766	0.234042553191489	15.7	MODERATE	SPRING
9	3	1.33469387755102	78.4285714285714	0.418367346938776	0	MODERATE	SPRING
6	1	4.8734693877551	67.5	0.546938775510204	0	HIGH	SPRING
6	5	10.0591836734694	61.1020408163265	1.9265306122449	0.1	HIGH	SPRING
5	4	12.4061224489796	68.469387755102	1.93265306122449	8.2	HIGH	SPRING
7	2	4.81224489795918	86.030612244898	0.516666666666667	11.3	MODERATE	SPRING
4	2	5.40816326530612	80.3469387755102	0.455102040816327	1	MODERATE	SPRING
9	1	4.65714285714286	73.2244897959184	0.448979591836735	0	MODERATE	SPRING
6	5	10.0255102040816	51.765306122449	1.95833333333333	0	HIGH	SPRING
5	5	12.5448979591837	60.530612244898	1.82857142857143	0	HIGH	SPRING
5	5	7.78775510204082	82.7040816326531	1.00208333333333	0	HIGH	SPRING
5	1	8.88979591836735	83.1224489795918	0.51875	3.7	MODERATE	SPRING
3	3	10.4734693877551	87.1224489795918	0.783673469387755	20.6	MODERATE	SPRING
3	3	9.41224489795918	85.4183673469388	0.28125	0.6	MODERATE	SPRING
2	2	9.63673469387755	72.7755102040816	0.436734693877551	0	HIGH	SPRING
5	1	10.2142857142857	66.5918367346939	0.471428571428571	0	HIGH	SPRING
5	1	11.2775510204082	67	0.506122448979592	0	HIGH	SPRING
2	1	10.7918367346939	70.8163265306122	0.477551020408163	0	HIGH	SPRING
5	1	12.5510204081633	61.9795918367347	0.659183673469388	0	HIGH	SPRING
5	5	13.365306122449	57.1836734693878	0.904081632653061	0	HIGH	SPRING
5	1	14.7673469387755	66.8163265306122	0.518367346938776	7.1	HIGH	SPRING
5	3	11.1877551020408	94.1836734693878	0.218367346938776	16.7	MODERATE	SPRING
5	3	11.2448979591837	94.9795918367347	0.216326530612245	14	MODERATE	SPRING
5	3	8.20408163265306	94.469387755102	0.761224489795918	9.3	MODERATE	SPRING
9	3	4.79591836734694	94.2551020408163	0.375510204081633	7.7	MODERATE	SPRING
6	1	7.11632653061224	85.3265306122449	0.371428571428571	0.6	MODERATE	SPRING
9	1	9.27142857142857	83.6326530612245	0.659183673469388	0.3	MODERATE	SPRING
5	3	8.81530612244898	72.8775510204082	0.7125	0	MODERATE	SPRING
1	3	8.92380952380952	67.2142857142857	1.17142857142857	0	HIGH	SPRING
1	3	9.21224489795918	63.7755102040816	0.904081632653061	0	HIGH	SPRING
5	3	11.3673469387755	63.2244897959184	0.695918367346939	0	HIGH	SPRING
1	3	8.96734693877551	71.7959183673469	0.606122448979592	0	HIGH	SPRING
1	1	12.1857142857143	70.3265306122449	0.528571428571429	0	HIGH	SPRING
1	1	10.5510204081633	88.4285714285714	0.479591836734694	16.1	MODERATE	SPRING
5	3	10.3979591836735	86.469387755102	0.602040816326531	2.1	HIGH	SPRING
5	3	9.64897959183673	70.6938775510204	0.602040816326531	0	HIGH	SPRING
2	5	13.7918367346939	62.8775510204082	1.29387755102041	0	HIGH	SPRING
5	5	15.0632653061224	53	2.3530612244898	0	HIGH	SPRING
5	5	10.7857142857143	87.9795918367347	0.491836734693878	5.6	MODERATE	SPRING
5	1	12.6163265306122	73.4489795918367	0.518367346938776	0	HIGH	SPRING
9	5	16.5428571428571	67.1428571428571	1.40816326530612	0	HIGH	SPRING
5	1	15.3510204081633	79.3265306122449	0.585714285714286	5.5	HIGH	SPRING
5	1	19.0612244897959	63.9387755102041	1.4734693877551	0	HIGH	SPRING
2	3	17.034693877551	68	1.29591836734694	0	HIGH	SPRING
3	4	15.2102040816327	74.4897959183673	1.35510204081633	0	MODERATE	SPRING
3	5	16.1530612244898	71.7959183673469	1.52244897959184	0	MODERATE	SPRING
3	5	18.634693877551	63	2.19387755102041	0	HIGH	SPRING
8	4	17.7897959183673	70.3877551020408	1.75714285714286	5.6	HIGH	SPRING
8	3	7.86122448979592	95.5714285714286	0.408163265306122	40.7	MODERATE	SPRING
4	3	11.2612244897959	77.9387755102041	0.602040816326531	0	MODERATE	SPRING
8	1	15.0795918367347	68.3061224489796	0.869387755102041	0	MODERATE	SPRING
7	1	15.7448979591837	79.8979591836735	0.636734693877551	0	HIGH	SPRING
2	1	17.2857142857143	72.6122448979592	1.94081632653061	4.8	HIGH	SPRING
5	3	9.16938775510204	95.5510204081633	0.563265306122449	42.5	MODERATE	SPRING
4	3	2.99183673469388	96.530612244898	0.346938775510204	47.6	MODERATE	SPRING
9	2	7.38163265306122	77.6938775510204	0.591836734693878	1.8	MODERATE	SPRING
9	3	10.434693877551	68.0816326530612	1.29795918367347	0	MODERATE	SPRING
9	2	7.75102040816327	86.6734693877551	0.618367346938775	14.4	MODERATE	SPRING
6	3	8.95102040816326	89.265306122449	0.393877551020408	0.4	MODERATE	SPRING
6	2	12.0795918367347	77.6938775510204	0.695918367346939	13.5	MODERATE	SPRING
9	1	10.7428571428571	85.0612244897959	0.579591836734694	10.1	MODERATE	SPRING
9	3	8.28571428571429	92.3673469387755	0.393877551020408	4	MODERATE	SPRING
9	3	8.4265306122449	78.5102040816327	0.671428571428571	0.6	MODERATE	SPRING
6	3	9.6	72.3469387755102	0.644897959183673	0	MODERATE	SPRING
9	3	11.3612244897959	68.2040816326531	0.659183673469388	0	MODERATE	SPRING
9	2	11.2571428571429	84.4285714285714	0.56530612244898	2.2	MODERATE	SPRING
9	3	11.2081632653061	81.6122448979592	0.840816326530612	0	MODERATE	SPRING
9	3	14.0571428571429	72.5714285714286	0.571428571428571	0	MODERATE	SPRING
1	1	17.4224489795918	69.9795918367347	0.666666666666667	3.9	HIGH	SPRING
5	1	17.1612244897959	75.3877551020408	0.514583333333333	2.5	HIGH	SPRING
5	1	19.269387755102	72.9183673469388	0.626530612244898	0	HIGH	SPRING
2	5	19.2408163265306	74.0408163265306	0.802040816326531	0	EXTREME	SPRING
2	5	21.3285714285714	63.0408163265306	1.05714285714286	0	HIGH	SPRING
3	5	20.3755102040816	63.5714285714286	1.28979591836735	0	HIGH	SPRING
3	5	20.934693877551	59.2857142857143	1.43265306122449	0	HIGH	SPRING
3	5	22.269387755102	68.7142857142857	0.659183673469388	0	HIGH	SPRING
3	5	21.4724489795918	73.2448979591837	0.691489361702128	0	HIGH	SPRING
2	1	21.3795918367347	64.6530612244898	0.975510204081633	0	HIGH	SPRING
5	3	19.9714285714286	78.9183673469388	0.622448979591837	0	HIGH	SPRING
5	3	19.4775510204082	78.265306122449	0.577551020408163	0	MODERATE	SPRING
5	1	21.7673469387755	76.4489795918367	0.708163265306123	0	MODERATE	SPRING
5	5	22.3489795918367	65.1632653061225	0.912244897959184	0	HIGH	SPRING
5	5	23.165306122449	66.0816326530612	0.73469387755102	0	HIGH	SPRING
5	1	22.6775510204082	71.1632653061225	0.6	0	HIGH	SPRING
5	3	22.1122448979592	80.8571428571429	0.869387755102041	0.9	HIGH	SPRING
5	3	18.7224489795918	75.2448979591837	0.661224489795918	0.1	HIGH	SPRING
6	3	18.6551020408163	69.8163265306122	0.875510204081633	0.1	MODERATE	SPRING
9	3	16.1285714285714	86.530612244898	0.8	2.4	MODERATE	SPRING
5	3	15.6163265306122	89.7551020408163	0.585714285714286	0.7	MODERATE	SPRING
1	3	14.8918367346939	76.2244897959184	0.779591836734694	0	MODERATE	SPRING
1	3	16.0755102040816	67.5102040816327	0.814285714285714	0	HIGH	SPRING
1	1	20.7448979591837	60.0204081632653	1.10416666666667	0.5	HIGH	SPRING
7	1	19.6795918367347	74.4489795918367	0.824489795918367	6.6	MODERATE	SPRING
7	3	17.4081632653061	81.2040816326531	0.361224489795918	0.7	MODERATE	SPRING
5	1	18.9102040816327	72.4285714285714	0.604081632653061	0	MODERATE	SPRING
5	1	18.0591836734694	69.9795918367347	0.575510204081633	0	HIGH	SPRING
5	1	19.7979591836735	67.1836734693878	0.577551020408163	0	HIGH	SPRING
5	3	21.5020408163265	69.3265306122449	0.646938775510204	0.1	HIGH	SPRING
5	3	19.2285714285714	76.7755102040816	0.542857142857143	1.2	HIGH	SPRING
5	3	21.9897959183673	64.0204081632653	0.702222222222222	0.1	HIGH	SPRING
5	3	19.0448979591837	58.4795918367347	1.18863636363636	0	HIGH	SPRING
9	3	16.45	57.9795918367347	1.02083333333333	0	MODERATE	SPRING
9	3	16.3040816326531	59.6632653061224	0.833333333333333	0	MODERATE	SPRING
6	1	16.865306122449	58.7040816326531	0.816666666666667	0	HIGH	SPRING
6	1	19.3938775510204	58.3673469387755	0.724489795918367	0	HIGH	SPRING
7	1	20.9591836734694	57.3469387755102	0.689795918367347	0	HIGH	SPRING
5	1	22.3836734693878	62.530612244898	0.712244897959184	0	HIGH	SPRING
5	3	22.5959183673469	63.5918367346939	0.718367346938775	0	HIGH	SPRING
5	3	23.4469387755102	62.5102040816327	0.744897959183674	0	HIGH	SPRING
5	3	23.1265306122449	70.0816326530612	0.695918367346939	0	HIGH	SPRING
5	1	21.4612244897959	76.8979591836735	0.559183673469388	0.7	HIGH	SPRING
5	1	22.4571428571429	66.9591836734694	0.63265306122449	0.1	HIGH	SPRING
5	1	21.7061224489796	67.6734693877551	0.714285714285714	0	HIGH	SPRING
5	1	22.7714285714286	64.1632653061225	0.771428571428571	0	HIGH	SPRING
5	1	23.1326530612245	64.2244897959184	1.31836734693878	0	HIGH	SPRING
5	1	20.2183673469388	66.9387755102041	0.557142857142857	0	HIGH	SPRING
5	1	21.134693877551	73.8775510204082	0.56734693877551	1.4	HIGH	SPRING
5	1	18.7163265306122	88.530612244898	0.451020408163265	28.9	MODERATE	SUMMER
9	3	14.6938775510204	94.2244897959184	0.36530612244898	5.5	MODERATE	SUMMER
5	3	15.3285714285714	96.3673469387755	0.653061224489796	19.5	LOW	SUMMER
5	3	12.1183673469388	93.6530612244898	0.424489795918367	38.7	MODERATE	SUMMER
9	1	14.6755102040816	76.8571428571429	0.612244897959184	0	MODERATE	SUMMER
9	1	15.6061224489796	83.9795918367347	0.410204081632653	8.8	MODERATE	SUMMER
9	2	15.6102040816327	80.8163265306122	0.442857142857143	2.2	MODERATE	SUMMER
9	2	16.5142857142857	72.265306122449	0.483673469387755	0.6	MODERATE	SUMMER
1	3	16.5081632653061	80.7551020408163	0.538775510204082	4.2	MODERATE	SUMMER
8	3	15.630612244898	76.6938775510204	0.469387755102041	0	MODERATE	SUMMER
9	3	13.0204081632653	89.9591836734694	0.428571428571429	19	MODERATE	SUMMER
9	3	11.9959183673469	94.3469387755102	0.512244897959184	47.1	MODERATE	SUMMER
9	1	12.1510204081633	89.2857142857143	0.455102040816327	7	MODERATE	SUMMER
9	5	13.8877551020408	90.0612244897959	0.616326530612245	22.9	MODERATE	SUMMER
9	5	14.8102040816327	77.5918367346939	0.928571428571429	4.7	MODERATE	SUMMER
9	1	16.7632653061224	75.3469387755102	0.822448979591837	2	MODERATE	SUMMER
2	5	20.9489795918367	68.3469387755102	1.74285714285714	0.1	MODERATE	SUMMER
2	4	18.930612244898	76.1020408163265	1.49387755102041	0.1	MODERATE	SUMMER
3	5	20.0897959183673	75.1224489795918	0.675510204081633	0.1	MODERATE	SUMMER
3	5	19.5	77.6734693877551	1.1530612244898	0	MODERATE	SUMMER
3	3	13.8755102040816	77.5714285714286	0.459183673469388	0.1	MODERATE	SUMMER
3	1	17.4755102040816	73.2040816326531	0.530612244897959	0.2	MODERATE	SUMMER
2	3	14.3632653061224	80.2244897959184	0.514285714285714	0.2	MODERATE	SUMMER
7	1	17.7551020408163	77.3265306122449	0.863265306122449	11.5	HIGH	SUMMER
2	3	14.05	93.2244897959184	0.495833333333333	11.6	MODERATE	SUMMER
4	3	12.6530612244898	81.0510204081633	0.51063829787234	1.9	MODERATE	SUMMER
8	3	12.0602040816327	89.8163265306122	0.366666666666667	4.5	MODERATE	SUMMER
2	1	15.5755102040816	77.9387755102041	0.828571428571429	19.3	MODERATE	SUMMER
2	1	13.3357142857143	80.8979591836735	0.7	24.4	MODERATE	SUMMER
2	3	8.88775510204082	86.7551020408163	0.479591836734694	14.2	MODERATE	SUMMER
9	2	12.2857142857143	74.4081632653061	0.373469387755102	8	MODERATE	SUMMER
9	1	13.5122448979592	75.8673469387755	0.416326530612245	7.6	MODERATE	SUMMER
9	1	15.865306122449	77.5102040816327	0.477551020408163	4.4	MODERATE	SUMMER
2	5	16.865306122449	76.4489795918367	0.659183673469388	6.9	HIGH	SUMMER
2	5	18.7755102040816	74.6326530612245	0.683673469387755	1.8	HIGH	SUMMER
2	3	20.030612244898	78.1224489795918	0.493877551020408	0	HIGH	SUMMER
3	3	18.6775510204082	80.3061224489796	0.551020408163265	0	MODERATE	SUMMER
9	1	17.7510204081633	84.3673469387755	0.491836734693878	0	MODERATE	SUMMER
9	3	12.1989795918367	93.6938775510204	0.472916666666667	0	MODERATE	SUMMER
9	3	10.1020408163265	77.4897959183673	0.724489795918367	0	MODERATE	SUMMER
6	3	11.0571428571429	77.4897959183673	0.589795918367347	0	MODERATE	SUMMER
6	3	12.3040816326531	80.5102040816327	0.491836734693878	0	MODERATE	SUMMER
5	3	11.6244897959184	77.4081632653061	0.491836734693878	0	MODERATE	SUMMER
7	1	13.2102040816327	78.9591836734694	0.436734693877551	0	MODERATE	SUMMER
5	1	16.1204081632653	81.3673469387755	0.587755102040816	0	MODERATE	SUMMER
5	5	15.9551020408163	93.4081632653061	0.36530612244898	0	MODERATE	SUMMER
5	3	14.9061224489796	95.1632653061225	0.73469387755102	0	MODERATE	SUMMER
5	5	15.0897959183673	92.2448979591837	0.428571428571429	0	MODERATE	SUMMER
5	3	14.5326530612245	91.8979591836735	0.244897959183673	0	MODERATE	SUMMER
5	2	13.9938775510204	87.7959183673469	0.297959183673469	0	MODERATE	SUMMER
